article_id,expr_type,value,offset
1049.txt,part-relative-year/month/week,idealistic 20 year,1637
1049.txt,part-relative-year/month/week,for two years,2238
1049.txt,part-relative-year/month/week,London 13 years,2668
1739.txt,month-year,September 2003,534
1739.txt,part-relative-year/month/week,only a year,113
1739.txt,part-relative-year/month/week,last 12 months,913
1739.txt,part-relative-year/month/week,the past year,1858
1711.txt,part-relative-year/month/week,home each month,1766
1711.txt,part-relative-year/month/week,pages per month,1907
285.txt,dayofweek,Friday,244
285.txt,part-relative-year/month/week,the last year,607
1077.txt,month,August,510
1077.txt,year,2006,409
1077.txt,day-month,19 March,298
1077.txt,part-relative-year/month/week,for 15 years,219
1077.txt,part-relative-year/month/week,past few months,1240
1077.txt,part-relative-year/month/week,almost a month,1282
1063.txt,year,2000,212
1063.txt,part-relative-year/month/week,came two years,530
1063.txt,part-relative-year/month/week,been waiting years,1085
1063.txt,part-relative-year/month/week,Aged 18 years,1244
1063.txt,part-relative-year/month/week,finish the year,1356
1063.txt,part-relative-year/month/week,us this weekend,2313
291.txt,month,July,1072
291.txt,month,September,1080
291.txt,year,2004,28
291.txt,year,2004,70
291.txt,year,2000,103
291.txt,year,2005,369
291.txt,year,2003,1235
291.txt,part-relative-year/month/week,Singapore this year,569
1705.txt,dayofweek,Thursday,97
1705.txt,dayofweek,Thursday,672
1705.txt,part-relative-year/month/week,later this year,165
1705.txt,part-relative-year/month/week,Cannes last month,562
1705.txt,part-relative-year/month/week,later this year,1548
1088.txt,month,October,441
1088.txt,month,October,874
1088.txt,month-year,February 15,385
508.txt,year,1979,1341
508.txt,day-month,24 December,999
246.txt,part-relative-year/month/week,couple of years,926
520.txt,dayofweek,Saturday,280
520.txt,dayofweek,Saturday,1307
520.txt,year,1965,319
520.txt,year,1938,747
520.txt,part-of-decade,the early 1990s,597
520.txt,relative-year/month/week,40 years,150
534.txt,dayofweek,Tuesday,134
534.txt,year,1996,1278
534.txt,year,1998,1367
534.txt,year,1998,1376
534.txt,part-relative-year/month/week,to four months,1399
252.txt,month,August,249
252.txt,month,August,1281
252.txt,year,2004,1578
905.txt,dayofweek,Saturday,1295
1249.txt,month,November,579
1249.txt,year,2005,184
1249.txt,year,2001,471
1249.txt,year,2002,480
1249.txt,day-month,17 January,206
1249.txt,day-month,17 December,674
1249.txt,part-relative-year/month/week,as last year,314
911.txt,year,2003,1101
911.txt,year,2002,1167
911.txt,part-relative-year/month/week,the 10th year,348
939.txt,month,May,760
939.txt,dayofweek,Sunday,827
939.txt,dayofweek,Monday,2376
939.txt,part-relative-year/month/week,at the weekend,581
939.txt,part-relative-year/month/week,at the weekend,1642
939.txt,part-relative-year/month/week,to discuss weekend,1924
1513.txt,month,September,856
1513.txt,part-relative-year/month/week,been three years,791
1513.txt,part-relative-year/month/week,within three years,1470
1513.txt,part-relative-year/month/week,last three years,2465
1507.txt,dayofweek,Thursday,3335
1507.txt,year,2008,542
1261.txt,month,November,900
1261.txt,dayofweek,Saturday,88
1261.txt,dayofweek,Friday,332
1261.txt,dayofweek,Friday,457
722.txt,dayofweek,Tuesday,316
722.txt,dayofweek,Tuesday,1354
736.txt,dayofweek,Monday,1379
736.txt,part-relative-year/month/week,within two years,755
736.txt,part-relative-year/month/week,000 a year,2235
31.txt,year,1973,1038
31.txt,year,1979,1228
31.txt,year,1983,1301
31.txt,year,1985,1418
31.txt,day-month,16 January,651
31.txt,part-relative-year/month/week,for six months,1020
31.txt,part-relative-year/month/week,spent a month,1180
871.txt,year,1989,135
871.txt,year,1920,653
871.txt,year,1941,740
871.txt,year,1945,748
871.txt,year,1964,916
871.txt,year,1970,1006
871.txt,day-month,27 October,641
871.txt,part-relative-year/month/week,for many months,194
871.txt,part-relative-year/month/week,than 20 years,537
871.txt,part-relative-year/month/week,seat two years,956
1329.txt,month,December,917
1329.txt,year,2000,859
1329.txt,day-month,12 August,1837
1329.txt,relative-year/month/week,last month,274
1329.txt,part-relative-year/month/week,later this year,2084
25.txt,dayofweek,Friday,1100
25.txt,dayofweek,Tuesday,1290
25.txt,dayofweek,Monday,1304
25.txt,day-month,12 January,980
25.txt,day-month,10 February,995
865.txt,year,1979,1515
865.txt,decade,the 1950s,226
695.txt,dayofweek,Tuesday,1655
695.txt,year,2002,668
695.txt,day-month,26 February,193
695.txt,part-relative-year/month/week,their 20th year,491
695.txt,part-relative-year/month/week,earlier this year,1190
1301.txt,dayofweek,Sunday,130
1301.txt,dayofweek,Wednesday,246
1301.txt,dayofweek,Saturday,626
1301.txt,dayofweek,Saturday,1018
1301.txt,dayofweek,Wednesday,1254
1301.txt,part-relative-year/month/week,at the weekend,1159
1467.txt,year,1955,1841
1467.txt,day-month,31 December,663
1467.txt,part-relative-year/month/week,the 50 years,1922
1473.txt,year,2000,490
1473.txt,decade,the 90s,758
1315.txt,dayofweek,Wednesday,1201
1315.txt,dayofweek,Thursday,1360
1315.txt,dayofweek,Friday,1525
1315.txt,dayofweek,Saturday,1824
1315.txt,dayofweek,Sunday,2456
1315.txt,year,2012,110
1315.txt,relative-year/month/week,This year,2675
681.txt,month,January,552
681.txt,dayofweek,Saturday,623
681.txt,year,2005,145
681.txt,year,1999,878
681.txt,year,2010,3282
19.txt,year,2005,98
19.txt,year,2005,1494
19.txt,year,2006,1503
19.txt,year,2006,1924
19.txt,year,2005,1940
19.txt,decade,the 1960s,708
19.txt,relative-year/month/week,Ten years,33
19.txt,relative-year/month/week,this year,365
19.txt,part-relative-year/month/week,of the year,496
19.txt,part-relative-year/month/week,near 30 year,657
19.txt,part-relative-year/month/week,in recent years,1035
19.txt,part-relative-year/month/week,next few years,1221
19.txt,part-relative-year/month/week,10bn a year,1355
19.txt,part-relative-year/month/week,to last year,1517
19.txt,part-relative-year/month/week,next two years,1823
19.txt,part-relative-year/month/week,be the year,1953
859.txt,dayofweek,Sunday,465
859.txt,dayofweek,Tuesday,2393
859.txt,year,1987,1891
859.txt,decade,the 1990s,2121
859.txt,part-relative-year/month/week,or 30 years,1048
859.txt,part-relative-year/month/week,another 10 years,1908
118.txt,month,October,1979
118.txt,dayofweek,Friday,208
118.txt,dayofweek,Wednesday,691
118.txt,dayofweek,Friday,909
118.txt,dayofweek,Friday,1792
118.txt,year,2002,1345
118.txt,month-year,April 2004,1834
118.txt,part-relative-year/month/week,Earlier this month,2042
656.txt,part-relative-year/month/week,Sydney last weekend,609
130.txt,month,September,1276
130.txt,year,2003,686
130.txt,year,2003,1267
130.txt,day-month,31 December,214
130.txt,month-year,April 2004,123
130.txt,month-year,January 2004,325
124.txt,dayofweek,Saturday,711
124.txt,dayofweek,Sunday,740
124.txt,part-relative-year/month/week,suffered a weekend,42
642.txt,part-relative-year/month/week,later this year,710
1659.txt,part-relative-year/month/week,Earlier this year,532
1659.txt,part-relative-year/month/week,last 10 years,1833
1665.txt,month,November,1807
1665.txt,month-year,June 2004,540
1103.txt,dayofweek,Saturday,241
1103.txt,dayofweek,Monday,283
1103.txt,part-relative-year/month/week,rugby this weekend,1286
497.txt,month,February,501
497.txt,dayofweek,Sunday,913
497.txt,part-relative-year/month/week,Annies last year,1057
483.txt,year,1986,1223
1117.txt,month-year,August 2003,175
1671.txt,year,1987,1238
1671.txt,year,1997,1664
1671.txt,part-relative-year/month/week,last 15 years,306
1671.txt,part-relative-year/month/week,almost 20 years,1173
468.txt,dayofweek,Thursday,99
468.txt,day-month,27 February,1143
468.txt,day-month,20 February,1364
468.txt,part-relative-year/month/week,say this year,46
468.txt,part-relative-year/month/week,at this year,839
468.txt,part-relative-year/month/week,January next year,1288
332.txt,dayofweek,Tuesday,908
332.txt,year,2004,803
332.txt,year,2003,1734
332.txt,part-relative-year/month/week,for the year,722
332.txt,part-relative-year/month/week,final three months,781
332.txt,part-relative-year/month/week,89bn a year,821
332.txt,part-relative-year/month/week,spent many years,1165
332.txt,part-relative-year/month/week,for the year,1678
454.txt,dayofweek,Friday,695
454.txt,part-relative-year/month/week,its debut weekend,227
440.txt,dayofweek,Tuesday,178
440.txt,dayofweek,Sunday,479
440.txt,dayofweek,Sunday,1504
440.txt,dayofweek,Sunday,1798
440.txt,part-relative-year/month/week,again this year,1833
326.txt,year,1700,328
441.txt,day-month,12 May,403
441.txt,day-month,27 April,538
327.txt,year,2019,1297
333.txt,month,November,80
333.txt,month,November,496
333.txt,month,November,597
333.txt,month,December,658
333.txt,month,November,733
333.txt,part-relative-year/month/week,on the month,242
333.txt,part-relative-year/month/week,on the year,264
455.txt,month-year,February 1995,134
455.txt,month-year,October 1994,1354
455.txt,part-relative-year/month/week,vanished 10 years,106
455.txt,part-relative-year/month/week,a few months,1449
455.txt,part-relative-year/month/week,appeal five years,2783
469.txt,month,March,1660
469.txt,part-relative-year/month/week,in 20 years,634
469.txt,part-relative-year/month/week,next three years,1882
1116.txt,part-relative-year/month/week,club last year,909
1116.txt,part-relative-year/month/week,and this year,924
482.txt,part-relative-year/month/week,Earlier this year,803
1664.txt,month,February,459
1664.txt,month,December,598
1664.txt,year,2004,1410
1664.txt,year,5000,1546
496.txt,part-relative-year/month/week,than nine years,1341
125.txt,year,2004,161
125.txt,year,1930,1195
125.txt,year,2004,2329
125.txt,part-relative-year/month/week,introduced last year,1097
125.txt,part-relative-year/month/week,Shell last year,1332
125.txt,part-relative-year/month/week,past eighteen months,2005
125.txt,part-relative-year/month/week,US last year,2561
125.txt,part-relative-year/month/week,in recent years,2905
125.txt,part-relative-year/month/week,euros this year,3167
657.txt,month,February,735
657.txt,year,1995,417
657.txt,year,2003,814
657.txt,part-relative-year/month/week,becoming the year,138
657.txt,part-relative-year/month/week,of last year,996
131.txt,dayofweek,Friday,264
131.txt,year,1993,748
131.txt,part-relative-year/month/week,companies this year,950
119.txt,month,September,603
119.txt,year,2001,729
119.txt,month-year,March 2003,780
119.txt,relative-year/month/week,a year,253
119.txt,part-relative-year/month/week,in two years,585
119.txt,part-relative-year/month/week,of this month,992
1499.txt,year,2009,2114
1499.txt,relative-year/month/week,Twelve months,961
1499.txt,part-relative-year/month/week,past 12 months,92
1499.txt,part-relative-year/month/week,million a year,251
1499.txt,part-relative-year/month/week,the past year,710
1499.txt,part-relative-year/month/week,in a year,843
1499.txt,part-relative-year/month/week,the past year,1406
1499.txt,part-relative-year/month/week,next five years,2031
1472.txt,year,2006,378
1472.txt,year,2001,547
1472.txt,year,2006,1585
1472.txt,month-year,May 2005,1496
1472.txt,part-relative-year/month/week,early next year,430
1472.txt,part-relative-year/month/week,February next year,743
858.txt,month,December,823
858.txt,dayofweek,Monday,470
18.txt,dayofweek,Thursday,517
18.txt,year,2004,1029
18.txt,year,2005,1144
18.txt,year,2004,1208
18.txt,year,2003,1302
18.txt,year,2003,1369
18.txt,day-month,31 December,218
18.txt,part-relative-year/month/week,the three months,198
18.txt,part-relative-year/month/week,kronor last year,277
18.txt,part-relative-year/month/week,first three months,1122
680.txt,dayofweek,Friday,549
680.txt,year,2003,283
680.txt,year,1993,1527
680.txt,part-relative-year/month/week,her two years,157
680.txt,part-relative-year/month/week,waited two years,1026
1314.txt,dayofweek,Saturday,170
1314.txt,dayofweek,Sunday,205
1314.txt,dayofweek,Saturday,482
1300.txt,month,August,1168
1300.txt,month,August,2711
1300.txt,year,1998,1087
1300.txt,part-relative-year/month/week,at this weekend,114
1300.txt,part-relative-year/month/week,last decent year,1106
1300.txt,part-relative-year/month/week,focused this year,2420
694.txt,year,1998,898
694.txt,day-month,20 February,268
694.txt,day-month,16 February,474
694.txt,relative-year/month/week,This year,1293
694.txt,part-relative-year/month/week,at this year,140
1466.txt,dayofweek,Saturday,121
864.txt,relative-year/month/week,16 year,157
24.txt,month,August,276
24.txt,month,October,2211
24.txt,dayofweek,Thursday,1899
24.txt,month-year,November 2003,160
24.txt,relative-year/month/week,a year,3087
24.txt,part-relative-year/month/week,in recent months,1472
24.txt,part-relative-year/month/week,the fifth month,2081
24.txt,part-relative-year/month/week,that last year,2559
24.txt,part-relative-year/month/week,in the year,2873
1328.txt,year,2007,197
1328.txt,year,2000,1153
870.txt,month,October,278
870.txt,dayofweek,Wednesday,128
30.txt,month,November,639
30.txt,month,December,1046
30.txt,dayofweek,Sunday,1217
30.txt,dayofweek,Sunday,1886
30.txt,month-year,September 2003,1861
30.txt,part-relative-year/month/week,last 12 months,220
737.txt,dayofweek,Sunday,558
737.txt,dayofweek,Saturday,1657
737.txt,dayofweek,Monday,2646
737.txt,month-year,June 2004,692
737.txt,month-year,November 2003,1836
737.txt,month-year,June 2004,1959
737.txt,part-relative-year/month/week,this six months,789
723.txt,dayofweek,Tuesday,766
723.txt,dayofweek,Monday,1060
723.txt,dayofweek,Sunday,1513
723.txt,dayofweek,Tuesday,2302
723.txt,year,1997,996
723.txt,year,2001,1005
723.txt,month-year,November 2003,2566
723.txt,month-year,June 2004,2741
723.txt,part-relative-year/month/week,for 10 years,2974
1506.txt,month,November,898
1506.txt,month,January,1821
